,Merchant_ABN,segment,postcode,Predicted,Predicted_rank_next
359,43356103768,lifestyle,2749,361.48267,354
360,46965256386,entertainment,3491,362.65555,355
361,53237353758,lifestyle,2445,363.36472,356
362,25819356184,lifestyle,2127,363.49326,357
363,48981211054,technical,4346,364.1013,358
364,90994364089,specialty,4129,364.1013,358
365,93644338786,accessory,6220,366.81784,359
366,14246432250,lifestyle,2214,367.6223,360
367,16256895427,lifestyle,3324,367.68298,361
368,25365595519,specialty,2645,369.4733,362
369,54874856789,entertainment,5321,372.41718,363
370,20269486864,specialty,2026,374.18362,364
371,38672941140,lifestyle,1202,375.00003,365
372,45559085309,accessory,3214,375.81262,366
373,40555823280,lifestyle,6427,377.6196,367
374,66678764219,accessory,2121,377.87003,368
375,71381535323,specialty,6470,378.96732,369
376,73527950332,technical,6707,379.59354,370
377,33163130598,entertainment,4551,380.44272,371
378,15299889494,technical,7320,380.60867,372
379,88279777843,entertainment,5354,380.68616,373
380,41663117354,accessory,3415,384.06824,374
381,79645157255,technical,4815,384.17233,375
382,63286055458,entertainment,7331,385.4519,376
383,88402174457,lifestyle,6060,385.9907,377
384,71178069190,lifestyle,2481,386.9041,378
385,14480530534,lifestyle,6409,386.93445,379
386,56946407125,technical,6470,387.42523,380
387,45073039817,lifestyle,6383,389.16953,381
388,25370771356,lifestyle,5118,390.27197,382
389,72673996108,accessory,6705,390.46378,383
390,48091635916,lifestyle,5560,391.15085,384
391,15912561882,accessory,6945,391.58768,385
392,23709946765,accessory,5611,391.8563,386
393,46817474676,entertainment,1819,394.71307,387
394,65668855732,technical,1819,394.81442,388
395,21025433654,entertainment,5011,395.3718,389
396,46116141083,lifestyle,5321,396.58698,390
397,63105795563,lifestyle,2780,396.5995,391
398,29362189014,entertainment,5150,399.92523,392
399,15061716544,entertainment,5640,401.74158,393
400,23255291705,technical,6470,402.4586,394
401,45783766755,specialty,4454,402.78702,395
402,93532380797,technical,6718,403.50174,396
403,28687004922,technical,3415,405.46246,397
404,51550230865,accessory,5671,405.76074,398
405,63728747020,lifestyle,3122,406.60703,399
406,20985347699,specialty,3724,407.4151,400
407,26218617714,lifestyle,2528,408.46954,401
408,31101120643,technical,2399,409.36246,402
409,87667432396,entertainment,6072,409.3853,403
410,67165527084,lifestyle,3250,410.18643,404
411,59965794726,lifestyle,3670,410.78708,405
412,98314397036,lifestyle,6078,411.71445,406
413,43650058736,lifestyle,5717,412.69577,407
414,13255205539,accessory,2913,415.64508,408
415,62363832078,lifestyle,1218,416.49902,409
416,17324645993,specialty,4815,417.41287,410
417,46451548968,lifestyle,4374,419.2824,411
418,22059270846,specialty,3485,419.55487,412
419,92207241352,specialty,4660,420.62943,413
420,71169969325,lifestyle,2471,421.0192,414
421,11974270529,lifestyle,2605,421.91367,415
422,15441635442,technical,3610,422.773,416
423,68501926042,technical,4489,424.6554,417
424,14639489823,lifestyle,1819,425.31042,418
425,97264771172,lifestyle,1173,426.15582,419
426,53772871046,lifestyle,2500,426.17212,420
427,90348927972,lifestyle,5410,426.3428,421
428,17060583346,lifestyle,800,426.94345,422
429,32551640842,specialty,6029,427.55957,423
430,79710547245,lifestyle,3040,428.7243,424
431,73619221575,lifestyle,2310,428.9946,425
432,12173100693,lifestyle,4346,429.06088,426
433,54272781746,specialty,4215,429.92853,427
434,96161947306,accessory,1819,430.1594,428
435,74553285516,entertainment,1173,432.08258,429
436,35927874515,accessory,2336,432.4987,430
437,11215815177,specialty,2622,432.71637,431
438,22027671078,technical,886,434.119,432
439,88795682549,entertainment,3423,434.7815,433
440,27022400550,entertainment,6078,435.0852,434
441,97661757443,entertainment,1819,439.6984,435
442,30458474292,accessory,2878,441.71964,436
443,16570599421,entertainment,6575,442.8977,437
444,87719724258,accessory,6074,443.49005,438
445,76646764782,lifestyle,1819,445.5006,439
446,28896046710,technical,4496,445.5443,440
447,81002603831,specialty,3266,446.50046,441
448,52065114842,entertainment,4374,446.75977,442
449,73256306726,lifestyle,4600,447.34702,443
450,55501929396,lifestyle,6054,450.59122,444
451,37459245212,technical,5431,451.77884,445
452,33651513345,lifestyle,6409,452.73038,446
453,58321530622,accessory,2485,453.6397,447
454,77149983383,lifestyle,3755,455.0712,448
455,91923722701,specialty,7211,455.16406,449
456,96152467973,specialty,1819,456.627,450
457,27888724678,lifestyle,1741,456.9881,451
458,78091331382,accessory,2780,457.10852,452
459,58495294020,accessory,4871,457.4741,453
460,46953117138,lifestyle,6809,459.33405,454
461,94729574738,technical,4465,460.38248,455
462,25273270711,specialty,3272,463.30118,456
463,37106509177,lifestyle,3705,463.96005,457
464,46622394552,lifestyle,3584,464.32397,458
465,75874457161,entertainment,4078,465.5104,459
466,17431888602,accessory,2505,466.69284,460
467,55069630872,lifestyle,4815,466.72748,461
468,61997656782,specialty,6939,466.82104,462
469,46654841462,lifestyle,4009,467.34058,463
470,78905182348,accessory,5108,467.57068,464
471,75372814642,technical,2425,467.83087,465
472,15130143460,technical,2155,468.57593,466
473,28690231799,lifestyle,3321,469.3309,467
474,10618089367,lifestyle,3168,471.24677,468
475,67174003021,entertainment,5606,471.35043,469
476,80779820715,accessory,2890,471.69128,470
477,46331355995,specialty,3236,473.01196,471
478,43159973833,accessory,6470,475.21982,472
479,84048044848,lifestyle,6182,475.3813,473
480,16629601490,lifestyle,3753,476.37845,474
481,41980722395,lifestyle,6327,476.5665,475
482,18653260078,entertainment,2290,476.65768,476
483,28049322288,lifestyle,5582,476.80078,477
484,80104662510,lifestyle,2000,477.21283,478
485,62818707868,specialty,5652,477.34506,479
486,99022808555,lifestyle,907,478.69952,480
487,61310985405,technical,6060,478.76633,481
488,89107518982,lifestyle,7250,479.66382,482
489,21645141747,specialty,2099,480.45154,483
490,18582096775,entertainment,7320,480.60052,484
491,19854089605,lifestyle,4704,480.6606,485
492,13285958344,lifestyle,3194,481.88257,486
493,96893283227,entertainment,4030,482.77863,487
494,54097385985,lifestyle,1021,483.40076,488
495,87404274320,technical,6074,483.97165,489
496,90918180829,accessory,4558,484.5624,490
497,39010056512,technical,2164,485.24823,491
498,69327757904,specialty,2336,485.36304,492
499,71674475255,specialty,1819,485.66342,493
500,46607130088,entertainment,5606,485.7491,494
501,57772891398,lifestyle,1144,486.9272,495
502,88950371391,lifestyle,5117,489.084,496
503,99053443481,specialty,5066,489.19263,497
504,52838486584,specialty,3084,489.75195,498
505,58377425534,lifestyle,6849,489.86923,499
506,47374330858,technical,3747,490.05328,500
507,56144254367,lifestyle,1819,490.5162,501
508,12434006854,lifestyle,6256,490.84232,502
509,27288001271,lifestyle,4869,491.2769,503
510,41944909975,entertainment,4215,491.39426,504
511,45572698303,accessory,6072,492.44473,505
512,40453061481,lifestyle,5491,493.19556,506
513,38646383513,lifestyle,1819,494.50067,507
514,54550134954,specialty,2000,494.53503,508
515,46674437504,technical,6412,495.62704,509
516,38523562929,technical,6395,495.65863,510
517,22407003576,lifestyle,4892,495.9348,511
518,90522979771,technical,3152,496.59543,512
519,17934773261,lifestyle,2809,496.79672,513
520,83177825742,lifestyle,3789,496.8024,514
521,56729951690,lifestyle,3006,496.95605,515
522,89598973352,lifestyle,3186,498.6324,516
523,11199348915,lifestyle,3040,498.63904,517
524,86388904574,technical,3724,498.744,518
525,58715026442,accessory,6158,498.91467,519
526,50644203172,entertainment,5118,499.12845,520
527,13118172970,lifestyle,7320,500.33258,521
528,73761689784,specialty,5032,500.37982,522
529,14148282104,lifestyle,3336,500.54077,523
530,40996886558,entertainment,6436,501.41223,524
531,81776569986,specialty,4601,502.23416,525
532,87964227397,entertainment,4712,502.6829,526
533,24070342853,accessory,6158,502.78845,527
534,47874674591,lifestyle,5701,502.82248,528
535,74369182597,lifestyle,4551,503.4409,529
536,33233265647,entertainment,3477,504.15463,530
537,47740919232,specialty,2052,504.42957,531
538,76251945060,lifestyle,3415,508.3846,532
539,92980848589,entertainment,2604,508.40833,533
540,31585975447,entertainment,7320,508.81277,534
541,46380096952,lifestyle,5452,508.96747,535
542,35071907475,specialty,5321,510.26294,536
543,11944993446,lifestyle,4374,510.53378,537
544,14965232967,entertainment,3591,511.53528,538
545,63465140133,entertainment,2206,511.7425,539
546,35733444320,accessory,5075,512.125,540
547,11895748930,lifestyle,6405,514.9712,541
548,70610974780,specialty,5345,515.1136,542
549,69425596520,lifestyle,2073,515.1784,543
550,45567605014,specialty,4066,515.26306,544
551,22206721435,entertainment,4815,515.8008,545
552,92773401740,lifestyle,6413,516.5692,546
553,65527917790,specialty,6468,517.50824,547
554,17055065679,technical,4311,519.0342,548
555,36555094223,lifestyle,3168,521.32605,549
556,17739089622,technical,2336,522.4606,550
557,39469311070,specialty,2042,523.67303,551
558,89129047209,lifestyle,4856,524.9317,552
559,30389290864,entertainment,3015,525.24493,553
560,23540152063,accessory,6125,526.3688,554
561,30372130473,entertainment,1790,526.48816,555
562,28663538418,lifestyle,3087,527.80066,556
563,32176774610,accessory,1157,527.8156,557
564,35016722348,specialty,4511,528.3572,558
565,45759576746,lifestyle,2062,530.44183,559
566,12543580354,accessory,4032,531.7464,560
567,97886307095,lifestyle,3822,532.2779,561
568,46877655150,entertainment,5043,532.4682,562
569,56945597985,technical,4872,533.15344,563
570,70223714517,technical,2164,536.8578,564
571,68209747287,lifestyle,7025,538.1105,565
572,77925217758,technical,3752,539.74756,566
573,37621714049,entertainment,2151,540.46606,567
574,92284330384,lifestyle,2616,541.5105,568
575,56779111060,entertainment,5065,541.7733,569
576,24938000144,accessory,3491,542.018,570
577,52606147371,accessory,2148,543.9386,571
578,45322831450,specialty,3402,545.3704,572
579,90179131356,specialty,7331,545.6161,573
580,74046727484,lifestyle,4815,545.63916,574
581,79941801716,entertainment,5611,546.3717,575
582,57566534349,accessory,1314,547.7276,576
583,67882460777,technical,4815,547.98755,577
584,36139372130,entertainment,2570,549.2015,578
585,82298341051,lifestyle,5125,549.48975,579
586,51959118092,lifestyle,4856,551.54144,580
587,44780100984,lifestyle,3214,552.07684,581
588,49514072231,lifestyle,2071,553.36597,582
589,30417042223,entertainment,3444,553.94104,583
590,68759076161,lifestyle,1300,554.7875,584
591,72857570096,accessory,3786,557.83813,585
592,77990807356,technical,4712,559.9283,586
593,57626266756,lifestyle,3588,562.3975,587
594,32894483068,technical,4072,563.40155,588
595,30209373786,lifestyle,2381,565.15894,589
596,71518311042,lifestyle,3724,565.5541,590
597,78982081666,entertainment,3142,566.1264,591
598,50321300271,specialty,3265,566.7019,592
599,50506553485,lifestyle,4217,567.506,593
600,48624093501,lifestyle,2852,568.1184,594
601,46987545043,technical,6427,568.43304,595
602,13555086357,lifestyle,3079,569.4647,596
603,66030670083,entertainment,2642,570.0324,597
604,48997695741,lifestyle,885,570.8884,598
605,16248082282,lifestyle,5415,571.2954,599
606,41502716433,specialty,7320,571.45935,600
607,80381533940,entertainment,3614,571.6389,601
608,82545351270,technical,5273,575.2949,602
609,68216911708,technical,7320,576.9072,603
610,83323591742,lifestyle,1585,577.6192,604
611,83559154052,entertainment,4674,577.9958,605
612,70172340121,lifestyle,7320,578.943,606
613,34398628767,lifestyle,8011,580.72217,607
614,75559137486,entertainment,4814,580.98444,608
615,60706491699,lifestyle,2336,581.5895,609
616,43908105892,lifestyle,6368,582.9263,610
617,58392414752,lifestyle,6029,583.888,611
618,65426342453,lifestyle,6470,583.94995,612
619,54785263912,specialty,3491,584.5531,613
620,73918814753,lifestyle,5044,585.783,614
621,96323146873,specialty,3847,586.1431,615
622,25624067782,technical,5345,587.2586,616
623,43833568675,technical,4209,587.566,617
624,43321695302,lifestyle,6907,589.386,618
625,77690613296,lifestyle,1003,590.7325,619
626,24043105437,lifestyle,4346,591.69324,620
627,35911782646,technical,4659,593.68097,621
628,50755717212,lifestyle,6718,595.15436,622
629,20885454195,technical,4556,596.07294,623
630,50913027463,lifestyle,2428,596.8176,624
631,46533246372,lifestyle,2062,597.8835,625
632,36607451384,lifestyle,3387,598.21454,626
633,28941011848,accessory,6029,604.40894,627
634,51515623602,lifestyle,6412,604.857,628
635,32451620193,lifestyle,1819,604.857,628
636,95508140753,technical,3501,605.4251,629
637,22795471441,specialty,4600,606.4286,630
638,92990617267,entertainment,6078,606.8037,631
639,77990903737,specialty,4806,609.23395,632
640,71236652596,specialty,6306,609.3987,633
